a b paa pbb pab acore bcore sbm_pmat na N taa tbb cp_sbm core
61 81 0.7667053923933483 0.0920359558526716 0.14125865175398006 "(0.11273665984304743, 0.18592964824120603)" "(0.9390227496469126, 0.5226130653266332)" "(0.00018678958639234907, 5.0309414823240674e-05, 0.00019169179502827807)" 0.8129494867581468 39004 0.9156498299474704 0.5657996277634029 0 a
63 65 0.8531860000973568 0.059947427347514966 0.08686657255512828 "(0.07344200677845765, 0.11557788944723618)" "(1.044935947556081, 0.5125628140703518)" "(0.0008049549623404436, 0.00013190980148960872, 0.0005863376890867629)" 0.8019835551411376 10098 0.9515588311141876 0.5798705120659211 0 a
64 65 0.9334644407287724 0.02789641938194703 0.038639139889280666 "(0.03432535484597416, 0.05025125628140704)" "(1.143259891325354, 0.507537688442211)" "(0.0003899620037226176, 5.712816850627055e-05, 0.0005840888395497074)" 0.9126808190869812 22774 0.9797230329978086 0.5908256880733945 0 a
68 81 0.7890346451395897 0.0973244044888848 0.11364095037152555 "(0.1192164181657541, 0.16080402010050251)" "(0.9663665335141104, 0.507537688442211)" "(0.0003389725460717692, 5.641012503275981e-05, 0.00022331084896837867)" 0.7536888579063553 28598 0.9328248138240186 0.6313826621702043 0 a
71 72 0.6918372256382129 0.13563311297787786 0.17252966138390924 "(0.16612040981893572, 0.24120603015075376)" "(0.8473249674824227, 0.5175879396984925)" "(0.00019791430717516073, 4.656072656235228e-05, 0.0001381291105106185)" 0.7656131026142522 58409 0.8891342980137938 0.6112409639076681 0 a
71 76 0.9040026736422596 0.04721089358451499 0.04878643277322538 "(0.057893237041102795, 0.07035175879396985)" "(1.1071753252090801, 0.5025125628140703)" "(0.0002615403956216869, 3.019455108991062e-05, 0.00025005519700956985)" 0.8827833152576219 50616 0.9737254153657938 0.6593321752557422 0 a
71 78 0.6723084551978369 0.1452531319879118 0.18243841281425136 "(0.17790634593434074, 0.2562814070351759)" "(0.8234075584076241, 0.5175879396984925)" "(0.00017922315902919826, 4.103661099079104e-05, 0.00011027797425623598)" 0.6979909620515055 63401 0.8805292709168131 0.6142499920868547 0 a
71 79 0.8911604563943263 0.04791100013376733 0.06092854347190639 "(0.05868377798737035, 0.08542713567839195)" "(1.091445168526971, 0.507537688442211)" "(0.00025680364769069676, 3.89890631144352e-05, 0.0002723570366005414)" 0.8915159944367177 50257 0.9669450365142038 0.6113025064003287 0 a
71 81 0.8795508135450605 0.05816627041200701 0.06228291604293248 "(0.07125056171414904, 0.09045226130653267)" "(1.0772255395596686, 0.5025125628140703)" "(0.00024953630355406217, 3.065166144873381e-05, 0.00019863909499226416)" 0.8249412824555195 53504 0.9658046312747351 0.6513016446872902 0 a
72 85 0.7699820584742122 0.1055012255830996 0.1245167159426882 "(0.1292269925688345, 0.17587939698492464)" "(0.9430356927526, 0.507537688442211)" "(0.00043676146757758676, 9.385596965752214e-05, 0.0004227557416558396)" 0.8137985668503115 23964 0.9251918595383226 0.6288834494445491 0 a
73 85 0.913788297443364 0.034107423635148265 0.0521042789214877 "(0.04180699325327097, 0.07035175879396985)" "(1.1191594374058993, 0.507537688442211)" "(0.00037416230358955723, 5.325918140098762e-05, 0.0003481752747982266)" 0.9096935092209752 39477 0.972280252649523 0.5669493240963585 0 a
95 96 0.8538144851537524 0.05768301938867039 0.08850249545757723 "(0.07069111979630255, 0.11557788944723618)" "(1.0457094489926584, 0.5175879396984925)" "(0.0016691159593392687, 0.00030834395736391556, 0.0014336466815480869)" 0.8747266881028939 6670 0.9507260480958843 0.5658844765342961 0 a
95 97 0.6974532468752936 0.15032421764871726 0.1522225354759891 "(0.18411735552243616, 0.22613065326633167)" "(0.8542051485614247, 0.5025125628140703)" "(0.0013613600040736612, 0.00030697760590973775, 0.0012533343111785574)" 0.7559186395465155 7795 0.9016096701694708 0.6638721726499274 0 a
02 03 0.07025018443241851 0.8517113843076481 0.07803843125993336 "(1.043130979627322, 0.5025125628140703)" "(0.08610627703755387, 0.11557788944723618)" "(0.0001237254166367403, 3.8289222431585546e-05, 0.0004657025286134497)" 0.2753293154557412 42708 0.6429081187625315 0.9561941448596248 0 b
02 05 0.08767322081409519 0.7038757430393838 0.208451036146521 "(0.8620750288037404, 0.5628140703517588)" "(0.10738723341257381, 0.25125628140703515)" "(7.278371833626696e-05, 4.900156119073088e-05, 0.0001874238414930213)" 0.24456806054476335 47897 0.4568723136088938 0.871024185843051 0 b
06 32 0.041214789044888976 0.9172775519622286 0.04150765899288237 "(1.1234359608462956, 0.5025125628140703)" "(0.05054271611269092, 0.06030150753768844)" "(0.0015304427606498252, 0.0001186184924936331, 0.0008073251827210118)" 0.07363189763509652 15458 0.6650912996777658 0.9778751224035082 0 b
07 42 0.0209231926295008 0.9319507379900348 0.047126069380464417 "(1.1414021409181516, 0.5125628140703518)" "(0.025833196670032327, 0.05527638190954774)" "(0.00020014607353979698, 4.909493129818207e-05, 0.0004230148703649117)" 0.0988767558833494 32124 0.4703296703296703 0.9753399319152284 0 b
37 42 0.017586443268269112 0.9396442256908156 0.04276933104091517 "(1.1508244470597901, 0.5125628140703518)" "(0.021618590997241994, 0.05025125628140704)" "(0.0008975347902263337, 0.00010156310041244332, 0.00041543579730842834)" 0.055798419723587386 30962 0.4512687427912341 0.9777481554238141 0 b
37 67 0.10264705239458786 0.7879079324138233 0.10944501519158888 "(0.9649870136000549, 0.5025125628140703)" "(0.12571646099625877, 0.16080402010050251)" "(0.0011390438822962115, 0.00024485735970705143, 0.0014222897736868106)" 0.23167981961668546 7569 0.652267518577679 0.9350575234438838 0 b
39 67 0.0257973276114308 0.9364088559446015 0.03779381644396762 "(1.1468640102527563, 0.507537688442211)" "(0.03160130574861738, 0.05025125628140704)" "(0.0015287338384801668, 0.0001938338816122677, 0.001664252812500149)" 0.078226014998707 6745 0.5771958537915984 0.9802189948697004 0 b
41 42 0.05914598436596305 0.8751277676937795 0.06572624794025746 "(1.0718088094012208, 0.5025125628140703)" "(0.07243917912636068, 0.09547738693467336)" "(0.000350487475052017, 5.470383052787816e-05, 0.00040926043700871106)" 0.14684493888903066 32676 0.6428274921425607 0.963806769129692 0 b
63 71 0.08506347221478862 0.8282795599519275 0.08665696783328386 "(1.0144340452653882, 0.5025125628140703)" "(0.10420163791346237, 0.1306532663316583)" "(0.00023658405028483868, 3.933124624868715e-05, 0.00024541241117039827)" 0.1607346120521228 51368 0.6625296068214116 0.9502890270214448 0 b
65 71 0.012298481332083312 0.9559043247317812 0.031797193936135434 "(1.1707430973577544, 0.507537688442211)" "(0.015396270333995547, 0.04020100502512563)" "(0.00018704971643394483, 3.344426015890147e-05, 0.0002781668076668573)" 0.054494392471218414 46935 0.4361615484118239 0.9836401016985435 0 b
65 74 0.01428195422755872 0.9695685959942848 0.01614944977815657 "(1.187476264529673, 0.5025125628140703)" "(0.017683247780995427, 0.02512562814070352)" "(0.00047183239287758755, 4.09682535937759e-05, 0.0007556694015528983)" 0.09197928111756397 28199 0.638822704975473 0.991740622866648 0 b
65 75 0.013474471914369613 0.962832717628114 0.02369281045751634 "(1.1792294342550282, 0.507537688442211)" "(0.016507516434060045, 0.03015075376884422)" "(0.0002840332800646138, 3.512136044810012e-05, 0.0004015599168468211)" 0.0672712662151303 37700 0.5321487023614684 0.9878458407993442 0 b
72 73 0.2704168003136249 0.43675380448341 0.2928293952029652 "(0.5349154221657949, 0.5125628140703518)" "(0.33119404654648543, 0.4271356783919598)" "(0.00015478287373464487, 7.558951630654099e-05, 0.00020338648908173044)" 0.4106179254710297 47648 0.6487436809986428 0.7489324319162751 0 b
84 87 0.03713920304937683 0.907565764726534 0.05529503222408908 "(1.1115386500471516, 0.507537688442211)" "(0.04553629770756791, 0.07537688442211056)" "(0.0010315777009260517, 0.00012910728024535654, 0.0007130128640200482)" 0.10522933568961362 9218 0.5732533384942907 0.9704372075562766 0 b
84 89 0.051035146846413096 0.8728248160121054 0.07614003714148153 "(1.0689877171347095, 0.5125628140703518)" "(0.06252637701994487, 0.10050251256281408)" "(0.0008063810606953896, 0.00022393748037765528, 0.0019127323766355445)" 0.18936108701936974 5317 0.5727518332690081 0.9582059123343528 0 b
93 94 0.0273972602739726 0.9429223744292238 0.02968036529680365 "(1.1548409698470903, 0.5025125628140703)" "(0.033656182534829424, 0.04522613065326633)" "(0.06315789473684211, 0.002226027397260274, 0.009720849220919833)" 0.05991735537190083 348 0.6486486486486487 0.9845053635280095 0 b
94 95 0.010892554991539764 0.9780033840947546 0.011104060913705584 "(1.1978094649895388, 0.5025125628140703)" "(0.013502690634327404, 0.01507537688442211)" "(0.0028842451608386715, 0.00012637584175337455, 0.0019175417645386024)" 0.06318566865713095 6131 0.6623794212218649 0.994355142196656 0 b
94 96 0.08051592730115302 0.8174711745163181 0.10201289818252884 "(1.0011969163578092, 0.5125628140703518)" "(0.09863637746649331, 0.1407035175879397)" "(0.0031371832358674462, 0.0008630567087778819, 0.006023636617604917)" 0.2620967741935484 1410 0.6121842496285289 0.9412691269126912 0 b
