a|b|paa|pbb|pab|acore|bcore|sbm_pmat|na|N|taa|tbb
13|95|0.7794558675513013|0.17579545221124418|0.044748680237454555|(0.21532302882284557, 0.1306532663316583)|(0.9546401940742255, 0.4321608040201005)|(0.0006838984474268427, 5.68278965522553e-05, 0.0012927380431926993)|0.7565838695196768|23639|0.9720959126948546|0.8870951023581239
13|96|0.9548009809469912|0.021021190970257186|0.024177828082751682|(0.025754823452757133, 0.035175879396984924)|(1.1693883509983634, 0.5025125628140703)|(0.0007632881301698372, 0.00010346796358713446, 0.001927408814190987)|0.9464645046562777|19008|0.9874971140933051|0.6348874750735922
13|97|0.9080936886932389|0.07439351165127518|0.017512799655485908|(0.091116598093391, 0.05527638190954774)|(1.1121836665336586, 0.4723618090452261)|(0.0007520067476837466, 4.551949001381209e-05, 0.0024285379568884722)|0.8753516554858256|20598|0.9904494748515885|0.8946914113077254
13|98|0.568030482806634|0.4107954949525952|0.021174022240770755|(0.5031200623881618, 0.22613065326633167)|(0.6956950147454463, 0.3065326633165829)|(0.0006997644425939481, 2.2499881713543898e-05, 0.0015063157080492222)|0.6378315304803053|28202|0.9817029190587855|0.9748755324015473
14|21|0.5587188315075639|0.41071257172665626|0.030568596765779863|(0.503018246146107, 0.23618090452261306)|(0.6842919050844882, 0.31155778894472363)|(0.0007553880649261241, 2.4897493027410343e-05, 0.0008061804684500192)|0.5496479951025406|28941|0.9733724476627734|0.9641211016903493
14|23|0.8328763034678307|0.14881762953843092|0.01830606699373838|(0.18229171455339419, 0.09045226130653267)|(1.0200668258608336, 0.4371859296482412)|(0.0008476408642405612, 3.0037716311604332e-05, 0.0015751790792945663)|0.7748435814455232|20570|0.9891297926389793|0.9420586498720724
14|24|0.7285328807067938|0.22894633764198982|0.042520781651216435|(0.2804061179819113, 0.15577889447236182)|(0.8922669781901924, 0.40703517587939697)|(0.0007583106022582238, 3.959605900060013e-05, 0.0007630651655366742)|0.6550302765010578|24219|0.9716449965172974|0.9150287006435901
14|25|0.5012470789142549|0.44560039547007013|0.053152525615674996|(0.5457471365625365, 0.2763819095477387)|(0.6139081719712625, 0.30150753768844224)|(0.0006809889097640011, 3.7506131907710276e-05, 0.0006533092041699978)|0.5071596012088005|31221|0.9496493225912878|0.943715424424484
14|26|0.9110440087323771|0.06685301178598875|0.022102979481634123|(0.08187866571955357, 0.05527638190954774)|(1.1157965280935223, 0.47738693467336685)|(0.0008457365251829684, 6.431649446370543e-05, 0.0024400893524479457)|0.9006871645683904|17751|0.9880148100070805|0.8581405499781755
14|27|0.731906195860682|0.2578739404406018|0.010219863698716232|(0.3158373603585998, 0.1407035175879397)|(0.8963989243974559, 0.3768844221105528)|(0.000850465098457932, 1.1314283440019665e-05, 0.0010881816165777948)|0.6606453037047938|24123|0.9930667299435698|0.9805694098088114
14|28|0.9971493643752419|0.00216588764178749|0.0006847479829706154|(0.0036450065215538198, 0.0)|(1.2212561411224097, 0.49748743718592964)|(0.000886692090825417, 1.8968540263613227e-05, 0.007503674479771022)|0.9769858541893363|16334|0.9996567650855476|0.8635014836795253
14|29|0.9518429299281588|0.03913250477875603|0.009024565293085193|(0.047978080376107506, 0.03015075376884422)|(1.1657700702087448, 0.48743718592964824)|(0.0008681649212101284, 2.66769901717347e-05, 0.0015002608497845776)|0.8627780713976841|18133|0.9952817921759483|0.8966134809508304
14|31|0.7869402480800531|0.20754229171440827|0.005517460205538613|(0.25419264439548345, 0.11055276381909548)|(0.9638051941982727, 0.3969849246231156)|(0.0008573432263214683, 6.139244017022299e-06, 0.000943582270110249)|0.6476592368174277|24181|0.9965066054547552|0.986881993825177
14|32|0.5539636228195419|0.4408591470606493|0.005177230119808802|(0.5399404876071118, 0.22613065326633167)|(0.6784649395054542, 0.2814070351758794)|(0.0008505315188178026, 4.405263819101317e-06, 0.0008316703166959063)|0.5217934561515662|30594|0.9953488372093023|0.9941625253727165
14|33|0.8477446226689792|0.1502614288065427|0.0019939485244780918|(0.18404851246311418, 0.07537688442211056)|(1.0382724308884825, 0.4271356783919598)|(0.0008760634063850615, 3.1493726449691223e-06, 0.0014513026752928835)|0.7307614047938794|21540|0.9988253500643262|0.9934088008202381
14|34|0.69727598902272|0.30039628605500096|0.0023277249222789834|(0.36791734626670813, 0.15075376884422112)|(0.8539859280081016, 0.35175879396984927)|(0.0008684340001185584, 2.2015335853404697e-06, 0.0008631217389328008)|0.5910602020999967|26561|0.9983336253527532|0.9961405296194925
14|36|0.8600757770357051|0.13210891343436937|0.007815309529925507|(0.16181375196070755, 0.07537688442211056)|(1.0533738196194131, 0.4371859296482412)|(0.0008642002353706908, 1.3593738882482966e-05, 0.001591512346753499)|0.7701578315319952|20621|0.9954771646988431|0.9712707443167065
14|37|0.9651848115858491|0.0336191368254197|0.0011960515887311765|(0.04128131062357692, 0.020100502512562814)|(1.1821067505567595, 0.4824120603015075)|(0.0008833376788709674, 5.3337802569931e-06, 0.0029239417943828483)|0.89785|17652|0.9993807864757798|0.9825226363444935
14|39|0.9916578458440972|0.00781660584616979|0.0005255483097330066|(0.009609797149403946, 0.005025125628140704)|(1.2145289177536858, 0.49748743718592964)|(0.0008881021458667834, 8.696823821947844e-06, 0.009581272966474617)|0.9674586498572275|16582|0.9997350855002219|0.9674759505267979
14|41|0.8876038863777952|0.1079623026655886|0.004433810956616253|(0.1322531901363133, 0.06030150753768844)|(1.0870892267715548, 0.4472361809045226)|(0.0008740758014235165, 7.503528172405909e-06, 0.0012562874138818448)|0.7585114471572189|20448|0.9975085933048566|0.9798790941080935
14|42|0.34109693877551023|0.6566632653061224|0.0022397959183673467|(0.804246435208521, 0.3316582914572864)|(0.4177656796916525, 0.1708542713567839)|(0.0008578944187394784, 1.4678159846377778e-06, 0.0004485495631506047)|0.3371763336275044|45766|0.9967275194000701|0.9982974663662348
14|43|0.9735891565827247|0.026338166357789163|7.267705948617318e-05|(0.03236159468637395, 0.01507537688442211)|(1.1923985987768189, 0.48743718592964824)|(0.0008893732677981575, 5.430126570277214e-07, 0.006444614372343642)|0.9306556102617258|17069|0.9999626770971739|0.9986222099751998
14|44|0.9758032208957615|0.02408023832589172|0.00011654077834672338|(0.029642211993105315, 0.010050251256281407)|(1.1951102726975302, 0.48743718592964824)|(0.0008895288781660363, 1.045205667732254e-06, 0.008509192553298277)|0.9404524981669634|16943|0.9999402882584324|0.9975859987929994
14|45|0.9320172844488669|0.06785050760891499|0.00013220794221817093|(0.08311461237509438, 0.035175879396984924)|(1.1414846419472693, 0.46733668341708545)|(0.0008894587388940924, 4.72705252352455e-07, 0.0036373877654554475)|0.8658983508535056|18238|0.999929079337825|0.9990266892064956
14|46|0.9525289227990585|0.04735019518889592|0.00012088201204553697|(0.05802238711987699, 0.02512562814070352)|(1.1666057729684067, 0.47738693467336685)|(0.000889449200430605, 5.088251227914744e-07, 0.003595863595863596)|0.8831890615778084|17956|0.999936550828385|0.9987251593550807
14|47|0.7194842052643744|0.279892282966841|0.0006235117687846358|(0.3427966903806191, 0.1407035175879397)|(0.8811869548639816, 0.36180904522613067)|(0.0008844858797880376, 5.483988351933099e-07, 0.0007046049639278983)|0.5726632011990943|26574|0.9995668829762606|0.9988873968923845
14|51|0.9831433876140224|0.0163649306141619|0.0004916817718156267|(0.020137123836921976, 0.010050251256281407)|(1.2040999539961765, 0.49246231155778897)|(0.0008881021458667834, 3.519365967836147e-06, 0.0037162950371629503)|0.9264781756268703|17199|0.9997500065296802|0.9851999116412635
14|52|0.7443437656345544|0.2540052254155317|0.0016510089499138362|(0.31110445024981076, 0.1306532663316583)|(0.911635438961994, 0.37185929648241206)|(0.0008784098983347146, 1.6546045807031435e-06, 0.0008648398400577204)|0.6162954319250438|24740|0.9988921920051325|0.9967605772062431
14|61|0.4614505779738298|0.537738291240823|0.0008111307853471812|(0.6585964820394868, 0.271356783919598)|(0.5651594851398392, 0.23115577889447236)|(0.0008808687872241945, 3.8024126829484747e-07, 0.0002476388781489111)|0.3204547076879149|48054|0.99912187940228|0.9992463624964323
14|62|0.8458293069582078|0.15410753421629372|6.315882549848104e-05|(0.18875845316770037, 0.07537688442211056)|(1.0359258318250033, 0.4221105527638191)|(0.0008895176573383051, 8.367492855897356e-08, 0.0010290174051968163)|0.6966017534331601|22558|0.999962665949853|0.9997951239500104
14|63|0.7925881649731022|0.20731122723748766|0.00010060778941014245|(0.2539157207478628, 0.10552763819095477)|(0.9707186490617729, 0.3969849246231156)|(0.0008891409011812098, 1.1330771974559244e-07, 0.0009377581813177261)|0.6549586023270234|24175|0.9999365361426668|0.9997574097064658
14|64|0.5537730071504238|0.4452297404661017|0.0009972523834745762|(0.5453043633880433, 0.22110552763819097)|(0.6782339760421319, 0.2763819095477387)|(0.0008797439223192171, 6.115900429314132e-07, 0.00042167168116030804)|0.4251385008759884|36856|0.9991003938110081|0.9988813227314293
14|65|0.9670037753282659|0.032902382860154046|9.384181158007955e-05|(0.04035058830340597, 0.01507537688442211)|(1.184334097454813, 0.4824120603015075)|(0.0008895716286946881, 3.308585116660711e-07, 0.001779276079003293)|0.8597213577823527|18495|0.9999514804074152|0.998575966699529
14|66|0.9317154264568813|0.0682150160677768|6.955747534187499e-05|(0.08355793130550392, 0.035175879396984924)|(1.1411154309424552, 0.46733668341708545)|(0.000889601100486285, 1.4947756842447802e-07, 0.0013201706650728235)|0.7946630083639421|19796|0.9999626737536765|0.9994904198940073
14|67|0.7744597431286034|0.22415817078882996|0.0013820860825666322|(0.2745528897808628, 0.11557788944723618)|(0.9485185644758597, 0.3869346733668342)|(0.000880388148853379, 2.0350173004994844e-06, 0.0017103880559555418)|0.7153043339706819|22251|0.9991085050113955|0.9969266379476629
14|68|0.5086889397592194|0.4909840366874796|0.00032702355330103657|(0.6013304633049964, 0.24623115577889448)|(0.6230183302228367, 0.2562814070351759)|(0.0008865986544701946, 2.0496398167949946e-07, 0.00044268275555413295)|0.40900601311953355|37879|0.9996786656403894|0.9996670821687661
14|71|0.27075500158941307|0.7281374710716694|0.0011075273389175389|(0.8917857155649593, 0.36683417085427134)|(0.33160776174926676, 0.135678391959799)|(0.0008582758934033715, 6.254664749266219e-07, 0.00029305927893231445)|0.2593967584433594|60881|0.9979589171439767|0.9992400571832657
14|72|0.5231017555927275|0.476151765754217|0.0007464786530554817|(0.5831741762102243, 0.24120603015075376)|(0.640667724737122, 0.2613065326633166)|(0.0008808719896251582, 5.181476676633956e-07, 0.0005450000344449755)|0.442814164529493|35647|0.9992869968381483|0.9992167476574194
14|73|0.28346042709439706|0.7150704156676185|0.0014691572379843926|(0.8757844539615871, 0.35678391959798994)|(0.34718464706719304, 0.1407035175879397)|(0.0008488190963347271, 9.750569047008507e-07, 0.00042077000944162104)|0.3016512960069882|52059|0.9974152303727216|0.9989737727106469
14|74|0.2992719993737629|0.6998937633494738|0.0008342372767632489|(0.8571924122739987, 0.35175879396984927)|(0.3665320657110493, 0.15075376884422112)|(0.0008733056733345727, 7.515159587980025e-07, 0.0007786266730671373)|0.38140651218113464|41948|0.9986081622144027|0.99940438075559
14|75|0.28836668629239753|0.7108461278001712|0.0007871859074312506|(0.8706055273812606, 0.35678391959798994)|(0.3531772474538155, 0.1457286432160804)|(0.0008710599997403283, 5.238119938239667e-07, 0.0004168353784917037)|0.30441784769783686|51628|0.998636956042766|0.9994466099934654
14|76|0.8336497936263859|0.16579614146708918|0.0005540649065248924|(0.20307718246608925, 0.08542713567839195)|(1.021008393670237, 0.4170854271356784)|(0.0008864790991815338, 6.519275946066338e-07, 0.0008635893610537995)|0.6750751879699248|23346|0.9996677976477086|0.9983318651247353
14|77|0.8587100083349362|0.14106558953644932|0.00022440212861447715|(0.17277030875416505, 0.07035175879396985)|(1.051706356942858, 0.4271356783919598)|(0.0008888800693832573, 4.2231441815208727e-07, 0.0019311602207326137)|0.764290274526495|20541|0.9998693547243198|0.9992052498921411
14|78|0.4588230450980796|0.5402438438685686|0.0009331110333518583|(0.6616610146926473, 0.271356783919598)|(0.5619423422229777, 0.23115577889447236)|(0.0008785061861001057, 5.210386599192161e-07, 0.00035193533257542537)|0.3617591361456948|42884|0.9989841800988931|0.9991371434372145
14|79|0.7712618921471517|0.2285423049457511|0.0001958029070972795|(0.279910425089668, 0.11557788944723618)|(0.9446003463954996, 0.3869346733668342)|(0.000889031815509578, 2.2797381380128794e-07, 0.0010752721385486998)|0.6609370974272148|24093|0.999873079392573|0.9995718099843837
14|81|0.8212184964149242|0.17860362985089273|0.0001778737341830382|(0.21874820385314953, 0.09045226130653267)|(1.0057847534405149, 0.4120603015075377)|(0.0008879741215521564, 1.6736116935087436e-07, 0.0005850095829748971)|0.5970541295385025|25703|0.9998917130620185|0.9995022911768239
14|82|0.7706998301522872|0.22869562714108876|0.0006045427066240608|(0.2800951934497941, 0.11557788944723618)|(0.9439116822777059, 0.3869346733668342)|(0.0008854281657928141, 4.894463868655189e-07, 0.0005219948806890622)|0.5535279430350483|27712|0.9996079500266967|0.998680025645216
14|84|0.9886499490797456|0.010988443316163122|0.00036160760409133176|(0.013509217846492194, 0.005025125628140704)|(1.2108480406237425, 0.49246231155778897)|(0.0008886004006422533, 3.128345813730629e-06, 0.003664319762963546)|0.9322500259578445|17006|0.9998171539451836|0.9838123554674595
14|85|0.8452332862048071|0.1536621389618259|0.0011045748333669966|(0.1882292361599876, 0.08040201005025126)|(1.0351976384475856, 0.4221105527638191)|(0.0008843541283019981, 1.714240967698626e-06, 0.001415238711443901)|0.7289222650700223|21650|0.9993470124888526|0.9964187045942904
14|87|0.7797272658429886|0.2200222521247284|0.00025048203228305633|(0.26947143946690916, 0.11055276381909548)|(0.9549705371097235, 0.3919597989949749)|(0.0008884647604396535, 2.477596734854777e-07, 0.0007557978535789183)|0.6127623272479099|24431|0.9998394042270301|0.9994311040550373
14|89|0.837276626608476|0.1624420073280228|0.00028136606350119423|(0.19895610118811338, 0.08040201005025126)|(1.0254535353490208, 0.4170854271356784)|(0.0008884136965395919, 5.133131354880782e-07, 0.00203865823330725)|0.7591206932995138|20449|0.9998320036735197|0.9991346985866744
14|91|0.9867930643331713|0.012823912434996539|0.0003830232318321769|(0.01590420888656358, 0.005025125628140704)|(1.2085711803558559, 0.49246231155778897)|(0.0008889141558170988, 4.483602774867268e-06, 0.007814954798050076)|0.9542966466493065|16712|0.9998059629090638|0.9852857951329937
14|92|0.9951494172615378|0.004739160470350535|0.00011142226811168969|(0.006782345448901245, 0.0)|(1.2188041774511402, 0.49748743718592964)|(0.0008892280748279883, 2.2859922623733902e-06, 0.008954008954008955)|0.9692340907864199|16451|0.9999440204511951|0.9883810999225408
14|93|0.999776132768193|8.954689272282252e-05|0.00013432033908423378|(0.00027600205971139963, 0.0)|(1.2244757553472885, 0.5025125628140703)|(0.0008899988332457936, 4.149377593360996e-05, 0.04)|0.998554190068398|16054|0.9999328293043355|0.5714285714285714
14|94|0.9956524647180791|0.0029429469600695604|0.0014045883218513813|(0.004714695734965949, 0.005025125628140704)|(1.219422742333765, 0.49748743718592964)|(0.0008889473319308198, 2.6945155061526198e-05, 0.0048645063017468)|0.976030003261224|16350|0.999295136441446|0.8073394495412843
14|95|0.7689033636614282|0.1384638360444812|0.09263280029409061|(0.16958950733945652, 0.16080402010050251)|(0.9417105483798491, 0.47738693467336685)|(0.0007120533499308721, 0.00011205530694753603, 0.0008753299054359745)|0.7603743224932249|20845|0.9431853811656034|0.7493433220908003
14|96|0.9633944624235886|0.012614167565623877|0.023991370010787487|(0.015450549040570733, 0.03015075376884422)|(1.1799153247541725, 0.507537688442211)|(0.000863602334049699, 9.874598518833902e-05, 0.0009540889565563155)|0.9495531701126328|16802|0.9877016545256142|0.5125657510227937
14|97|0.9133328332867381|0.07206126025379637|0.01460590645946554|(0.08825834082892582, 0.05025125628140704)|(1.1186007645709026, 0.4723618090452261)|(0.0008497363649518816, 3.998517673709459e-05, 0.002322823188492442)|0.8708535402521823|18374|0.9920674892974062|0.9079817853767506
14|98|0.5372993541602277|0.4039368530062256|0.05876379283354674|(0.49472025579761136, 0.2613065326633166)|(0.6580555536734154, 0.32663316582914576)|(0.0006425807772939041, 5.8098433509081095e-05, 0.0013207716054972783)|0.6250696184906711|25521|0.9481509289625227|0.9321933416084629
21|23|0.8724940691884564|0.038261338060602904|0.08924459275094067|(0.04696145244273563, 0.11055276381909548)|(1.0685869485559922, 0.5276381909547738)|(0.0008360990329176147, 0.00014742294782447797, 0.0004359291563142155)|0.8827950675278919|14878|0.9513450004263827|0.46162717550849236
21|24|0.6707471083878469|0.16585926485229557|0.16339362675985755|(0.20313532576115628, 0.24623115577889448)|(0.8214960746127822, 0.49748743718592964)|(0.0006038732021241307, 0.00012299973770317252, 0.00041765201127408043)|0.6845460340588289|19177|0.8914247148305856|0.6699866391351876
21|25|0.44228021590347844|0.3696641501446412|0.18805563395188032|(0.45274660806896383, 0.37185929648241206)|(0.5416890437885293, 0.40703517587939697)|(0.00044976239679719843, 0.00010393081197289096, 0.0004441611381512069)|0.5241066759630469|25030|0.8246757251217958|0.7972192238743515
21|26|0.8905173560313872|0.057587445138981244|0.0518951988296316|(0.07053109521832893, 0.08040201005025126)|(1.0906566666988746, 0.49748743718592964)|(0.0008736245243435995, 0.0001537768735135953, 0.0020626938241454272)|0.9092228605987299|14475|0.9716872977404983|0.689380671867537
21|27|0.8230384520783799|0.04921702057883086|0.1277445273427892|(0.060320709489345606, 0.15075376884422112)|(1.0080145850184579, 0.5376884422110553)|(0.0007593383848480881, 0.0001401875864841388, 0.00025703060924989066)|0.8348975398456155|15745|0.9279834344797622|0.4352049878565991
21|28|0.9915802980949561|0.0030204323363932483|0.005399269568650676|(0.004559182304609494, 0.005025125628140704)|(1.2144343262508106, 0.5025125628140703)|(0.0009564530379387579, 8.294451512334774e-05, 0.0029626760904293945)|0.9719420739591415|13486|0.9972848342855442|0.5280414150129421
21|29|0.9298775124755811|0.053522326429715494|0.016600161094703317|(0.06560422353074977, 0.04522613065326633)|(1.1388633838476636, 0.4824120603015075)|(0.0009374121412367626, 4.184524898774989e-05, 0.0013500066904846362)|0.8410158872230924|15268|0.9911529750773437|0.8657431673530513
21|31|0.7297161790992719|0.24788914563078576|0.022394675269942307|(0.30360218783624415, 0.1457286432160804)|(0.8937162611384026, 0.3869346733668342)|(0.0008773346394560866, 2.282983560547976e-05, 0.0008572344443358086)|0.6111879014554029|21148|0.9848871192358237|0.956781467354723
21|32|0.48037887743917906|0.5073205285905051|0.012300593970315844|(0.6213384368275817, 0.2663316582914573)|(0.5883441536371757, 0.25125628140703515)|(0.0008975882218453318, 1.0623037644387283e-05, 0.0008101218548736354)|0.4789118246687054|27641|0.9873588320938103|0.9880221101593013
21|33|0.8046525045475307|0.19044337422772112|0.004904121224748183|(0.2332451542755065, 0.10050251256281408)|(0.985494066859939, 0.40703517587939697)|(0.0009466246160391478, 7.2403330846618064e-06, 0.0014117434889524211)|0.695342491096619|18658|0.9969619046673484|0.9872881355932203
21|34|0.6300514558232931|0.35660140562249|0.013347138554216868|(0.4367468424877412, 0.19095477386934673)|(0.7716562114012868, 0.32663316582914576)|(0.0009110394250734655, 1.2161397699660475e-05, 0.0008191032615236664)|0.5486260628398351|23655|0.989518914737086|0.9816294274634445
21|36|0.8219892288300676|0.16636382982206288|0.011646941347869501|(0.20375531157167728, 0.09547738693467336)|(1.0067273724287742, 0.4221105527638191)|(0.0009210329670539292, 1.8889823188069046e-05, 0.001562630933573194)|0.7384449137973378|17731|0.9929652315343508|0.9661794414735592
21|37|0.9538121148239942|0.04401333219382959|0.0021745529821762624|(0.05392164623931567, 0.02512562814070352)|(1.168178951467807, 0.47738693467336685)|(0.0009555474693855225, 8.759347447740357e-06, 0.002853180326536793)|0.8810877336927856|14781|0.9988613706313179|0.9758921991788608
21|39|0.9886909448818898|0.010433070866141732|0.0008759842519685039|(0.012866705549296907, 0.005025125628140704)|(1.2108984045213518, 0.49748743718592964)|(0.0009667737277307405, 1.2446967527120403e-05, 0.008634734441186055)|0.9613146620627917|13724|0.9995571941032185|0.9597102761430512
21|41|0.8585279105358105|0.13999298923591222|0.0014791002282773184|(0.1714630618172733, 0.07035175879396985)|(1.0514795669794212, 0.4321608040201005)|(0.0009622936720460885, 2.415736223052829e-06, 0.001333013553362794)|0.7233796853197325|17617|0.9991393248924156|0.9947449955955167
21|42|0.2796326466846698|0.7181885642868302|0.0021787890285000114|(0.8795980873927258, 0.36180904522613067)|(0.34248352087651823, 0.1407035175879397)|(0.0009360476249108238, 1.5749386247829518e-06, 0.0004484642275555351)|0.2987500745186098|42891|0.9961193125071428|0.9984854332029499
21|43|0.9651319202905513|0.03481043063855954|5.7649070889140833e-05|(0.04276738611422428, 0.01507537688442211)|(1.1820404074529252, 0.4824120603015075)|(0.0009701163991914682, 3.9369900490608017e-07, 0.006467206106270673)|0.9182190191168387|14212|0.9999701349898459|0.999172642029785
21|44|0.9681013048590097|0.03185050980089817|4.818534009213037e-05|(0.039029418359090046, 0.01507537688442211)|(1.1856795077680264, 0.4824120603015075)|(0.000970184003794743, 3.9258686082442457e-07, 0.008449011938543345)|0.9297464440321583|14085|0.999975114101843|0.999244142101285
21|45|0.9110699902035485|0.08849461195167084|0.00043539784478066834|(0.10838604680566635, 0.04522613065326633)|(1.1158298501530903, 0.457286432160804)|(0.0009693557538511962, 1.429785384447843e-06, 0.003589475287588495)|0.8438955936008982|15380|0.9997611084567607|0.9975460122699387
21|46|0.9375449207993802|0.06218438763032866|0.0002706915702911335|(0.0761792991799638, 0.03015075376884422)|(1.1482558695016187, 0.46733668341708545)|(0.0009692403925573161, 1.0431426910930398e-06, 0.0035751563661342214)|0.8636259191176471|15096|0.9998556589170438|0.997828203399985
21|47|0.6567438634147619|0.3408414205597691|0.0024147160254690374|(0.4174531840861471, 0.1708542713567839)|(0.8043446231093895, 0.3316582914572864)|(0.0009526257602406154, 2.07868394452237e-06, 0.0006966205617138409)|0.5290122805165558|23706|0.9981649733697354|0.9964702168568668
21|51|0.9768550034036759|0.02180297578527667|0.0013420208110473597|(0.026882622381405225, 0.010050251256281407)|(1.1964027023122559, 0.48743718592964824)|(0.0009648890375205436, 8.515947963855355e-06, 0.003558713212476766)|0.9134212285071998|14339|0.9993135626100539|0.9701427953266983
21|52|0.6856169247999125|0.31237537217624084|0.0020077030238465953|(0.3825953980461003, 0.15577889447236182)|(0.8397101910736904, 0.34673366834170855)|(0.0009573534550691575, 1.9754439151718045e-06, 0.0008664603891239265)|0.573335367248875|21890|0.9985379826149225|0.996796687731532
21|61|0.3909756259236297|0.607421791227516|0.0016025828488542117|(0.7439387216098395, 0.3065326633165829)|(0.4788479680479852, 0.19597989949748745)|(0.0009481196349023611, 7.958285479059044e-07, 0.00024710244466040184)|0.2831261770244821|45186|0.9979547252812875|0.9986825698542493
21|62|0.8040762392888604|0.1954352526627693|0.0004885080483703051|(0.23938035358099036, 0.10050251256281408)|(0.9847885212510762, 0.4020100502512563)|(0.000966331008479806, 6.123602814688937e-07, 0.0010223456935195792)|0.6578279513433097|19696|0.9996963225154453|0.998751764922548
21|63|0.7413063857742871|0.25837620780524534|0.000317406420467547|(0.3164490983198394, 0.1306532663316583)|(0.9079120639962558, 0.37185929648241206)|(0.0009673478326181074, 3.445772357853877e-07, 0.0009335759000167229)|0.6138581519741946|21320|0.9997859599695366|0.9993861439849249
21|64|0.4806463663445052|0.5149091466393356|0.004444487016159159|(0.6306328933043047, 0.2613065326633166)|(0.5886728104816898, 0.24623115577889448)|(0.0009438826948252537, 2.793859605983726e-06, 0.0004144889534561043)|0.3828660198130746|33958|0.9953978298387256|0.9957027487589836
21|65|0.9561745023940297|0.0433971423947912|0.0004283552111791191|(0.05322763135499581, 0.020100502512562814)|(1.1710709057706437, 0.47738693467336685)|(0.0009680971468413673, 1.3682428642029903e-06, 0.0017501611384377845)|0.8369891994209999|15637|0.9997760558964484|0.9950889446687766
21|66|0.910756061732649|0.08891750240293067|0.0003264358644203043|(0.10890304042062958, 0.04522613065326633)|(1.1154460592979794, 0.457286432160804)|(0.0009690864603135793, 6.444193996016056e-07, 0.0013030779002984614)|0.7641168996188056|16938|0.999820820641462|0.9981677524429968
21|67|0.7154774456444305|0.2720129370529735|0.01250961730259596|(0.3331614793712351, 0.15075376884422112)|(0.8762802937414437, 0.37185929648241206)|(0.0009104347600878448, 1.7039105679056296e-05, 0.0015866971919120704)|0.6799945723461034|19333|0.9913336162904324|0.9775223368577354
21|68|0.43685659043007197|0.562385688655089|0.0007577209148391368|(0.6887794168352843, 0.2814070351758794)|(0.5350447550926395, 0.22110552763819097)|(0.0009605564781605298, 4.980359508625022e-07, 0.0004420395130284287)|0.36691560501781617|35020|0.9991335092873861|0.999326786916452
21|71|0.2173144761405053|0.7784532794473799|0.004232244412114799|(0.9534090186987375, 0.3919597989949749)|(0.2661753046744869, 0.11055276381909548)|(0.0008996085343096317, 2.6226154970306726e-06, 0.0002888638559719515)|0.2271134207504985|57925|0.990356302985989|0.9972890018471453
21|72|0.4510216373165053|0.5476973832061344|0.0012809794773603733|(0.6707918988468994, 0.2763819095477387)|(0.5523872285060257, 0.22613065326633167)|(0.0009556599351557696, 9.28518537921479e-07, 0.0005433028003892002)|0.39957475083056476|32785|0.9985819272852117|0.9988319432775262
21|73|0.22855358071076173|0.7691323855294235|0.0023140337598146947|(0.9419909477453539, 0.3869346733668342)|(0.27992349125582355, 0.11557788944723618)|(0.0009279172584742448, 1.7189280053677972e-06, 0.00041817322013655816)|0.26563245401699737|49188|0.9949631541076347|0.9984979452186563
21|74|0.24216404583321266|0.7546552373229851|0.0031807168438021875|(0.9242622558667873, 0.38190954773869346)|(0.29659545896883915, 0.12562814070351758)|(0.0009341363148466671, 3.150442135869926e-06, 0.0007677959788211586)|0.34103849556518384|39021|0.9934755705163111|0.997897034467573
21|75|0.23291387375335035|0.7657320568383988|0.0013540694082507653|(0.9378321020248628, 0.38190954773869346)|(0.2852775534489333, 0.11557788944723618)|(0.0009468003332995489, 1.0047399771715493e-06, 0.00041489673964786926)|0.2681913052785558|48765|0.9971016221967018|0.9991166144666124
21|76|0.78966693923764|0.2088627500314505|0.0014703107309095484|(0.2558041288744145, 0.10552763819095477)|(0.9671410136595677, 0.3969849246231156)|(0.0009617907086801992, 1.6451857027555893e-06, 0.0008589764069279468)|0.635660225783265|20472|0.9990698969923354|0.9964925443121073
21|77|0.8199854668963659|0.17966345251022625|0.00035108059340784953|(0.22004222200125906, 0.09045226130653267)|(1.0042759289858132, 0.4120603015075377)|(0.0009688650319813442, 6.244915295566467e-07, 0.0019249659555271193)|0.7308701993193972|17683|0.9997859684925711|0.9990239030259007
21|78|0.3886546807191569|0.6102642591444514|0.0010810601363918165|(0.7474181581353649, 0.3065326633165829)|(0.47600351310634476, 0.19597989949748745)|(0.0009531540338692392, 6.425892749279657e-07, 0.00035171462392121573)|0.3217962713243006|40029|0.9986111595075838|0.9991150526686396
21|79|0.7164056647522563|0.2830806549423893|0.0005136803053544037|(0.3467068407912039, 0.1407035175879397)|(0.8774184204618319, 0.35678391959798994)|(0.0009662931840624396, 5.805747712813593e-07, 0.0010725841695951339)|0.6200098977235236|21238|0.9996416163104399|0.9990935186584077
21|81|0.7746789727126806|0.22477312013828868|0.0005479071490307445|(0.2753103309489397, 0.11055276381909548)|(0.948785055476785, 0.3869346733668342)|(0.0009660141171666789, 4.917856625195836e-07, 0.0005809703227625537)|0.5536773100578205|22846|0.9996464900444627|0.9987826832404629
21|82|0.71532831108482|0.28311084819933147|0.0015608407158485913|(0.3467553478327129, 0.1407035175879397)|(0.8761014819469911, 0.35678391959798994)|(0.000961158663567807, 1.2231505332813452e-06, 0.0005176480547324823)|0.5094716866040869|24845|0.9989101929306854|0.9972509885144041
